start_survey,Latitude,Longitude,Altitude,Accuracy,Surveyor_ID,Surveyor_ID_other,Start_sampling,Found_pellets,End_sampling,Time_to_scat,Barcode,Suspected_organism,Season/survey,Cq(IS2404),QPCR result
Wed May 29 03:25:08 UTC 2019,-38.34836331,144.7415392,13.69999981,7,5,,3:25:00,1,3:27:00,0:02:00,RES18-01843,1,Winter,NEG,IS2404_NEG
Wed May 29 03:33:04 UTC 2019,-38.3429192,144.7399141,33.58477533,8,3,,3:33:00,1,3:33:00,0:00:00,RES18-01721,1,Winter,NEG,IS2404_NEG
Wed May 29 03:30:43 UTC 2019,-38.34987144,144.7397738,14.39999962,7,5,,3:30:00,1,3:31:00,0:01:00,RES18-01563,1,Winter,NEG,IS2404_NEG
Wed May 29 03:31:31 UTC 2019,-38.34023743,144.7308176,8.82019043,6.068,1,,3:30:00,1,3:31:00,0:01:00,RES18-01544,1,Winter,NEG,IS2404_NEG
Wed May 29 03:29:12 UTC 2019,-38.36159506,144.76332,-4.46862793,6.432,4,,3:31:00,1,3:32:00,0:01:00,RES18-01829,1,Winter,NEG,IS2404_NEG
Wed May 29 03:32:26 UTC 2019,-38.34021038,144.7308033,11.07910156,6.068,1,,3:31:00,1,3:33:00,0:02:00,RES18-01545,2,Winter,NEG,IS2404_NEG
Wed May 29 03:34:47 UTC 2019,-38.34871167,144.7433195,15.30000019,7,5,,3:35:00,1,3:35:00,0:00:00,RES18-01840,1,Winter,NEG,IS2404_NEG
Wed May 29 03:34:53 UTC 2019,-38.33979573,144.7329869,13.52911377,7.585,1,,3:34:00,1,3:35:00,0:01:00,RES18-01543,1,Winter,NEG,IS2404_NEG
Wed May 29 03:38:56 UTC 2019,-38.34123915,144.7404155,44.66378361,6,3,,3:39:00,1,3:39:00,0:00:00,RES18-01687,1,Winter,NEG,IS2404_NEG
Wed May 29 03:35:14 UTC 2019,-38.3602363,144.7629165,5.926483154,6.432,4,,3:35:00,1,3:36:00,0:01:00,RES18-01830,1,Winter,NEG,IS2404_NEG
Wed May 29 03:40:01 UTC 2019,-38.34111499,144.7403076,48.6403237,8,3,,3:40:00,1,3:40:00,0:00:00,RES18-01686,2,Winter,NEG,IS2404_NEG
Wed May 29 03:37:15 UTC 2019,-38.3396803,144.7319673,23.7477417,6.068,1,,3:36:00,1,3:37:00,0:01:00,RES18-01577,1,Winter,NEG,IS2404_NEG
Wed May 29 03:44:15 UTC 2019,-38.34365798,144.74097,10.75920232,8,3,,3:44:00,1,3:45:00,0:01:00,RES18-01688,1,Winter,38.34,IS2404_POS
Wed May 29 03:41:35 UTC 2019,-38.34002305,144.7344073,24.83428955,4.5509996,1,,3:40:00,1,3:41:00,0:01:00,RES18-01576,1,Winter,NEG,IS2404_NEG
Wed May 29 03:41:34 UTC 2019,-38.3569756,144.7604698,0.043304443,6.432,4,,3:41:00,1,3:42:00,0:01:00,RES18-01831,1,Winter,NEG,IS2404_NEG
Wed May 29 03:43:13 UTC 2019,-38.35093022,144.7405664,23.60000038,7,5,,3:43:00,1,3:43:00,0:00:00,RES18-01565,1,Winter,NEG,IS2404_NEG
Wed May 29 03:48:03 UTC 2019,-38.34566161,144.7399769,41.12519208,6,3,,3:48:00,1,3:48:00,0:00:00,RES18-01719,1,Winter,NEG,IS2404_NEG
Wed May 29 03:47:30 UTC 2019,-38.35829774,144.7588696,-0.656097412,7.504,4,,3:47:00,1,3:48:00,0:01:00,RES18-01832,1,Winter,NEG,IS2404_NEG
Wed May 29 03:49:05 UTC 2019,-38.35030186,144.7427645,16.70000076,7,5,,3:49:00,1,3:49:00,0:00:00,RES18-01755,1,Winter,NEG,IS2404_NEG
Wed May 29 03:49:55 UTC 2019,-38.3398408,144.7358341,16.58239746,6.068,1,,3:50:00,1,3:50:00,0:00:00,RES18-01739,1,Winter,NEG,IS2404_NEG
Wed May 29 03:54:59 UTC 2019,-38.34289551,144.7433193,48.21733156,8,3,,3:55:00,1,3:55:00,0:00:00,RES18-01633,1,Winter,NEG,IS2404_NEG
Wed May 29 03:51:10 UTC 2019,-38.3508817,144.7415251,-13.89999962,8,5,,3:51:00,1,3:52:00,0:01:00,RES18-01566,1,Winter,NEG,IS2404_NEG
Wed May 29 03:52:31 UTC 2019,-38.33856238,144.7357592,36.3013916,6.068,1,,3:51:00,1,3:52:00,0:01:00,RES18-01740,1,Winter,NEG,IS2404_NEG
Wed May 29 03:53:06 UTC 2019,-38.35838323,144.7605468,9.287261963,5.36,4,,3:53:00,1,3:53:00,0:00:00,RES18-01835,1,Winter,NEG,IS2404_NEG
Wed May 29 03:57:43 UTC 2019,-38.34243123,144.7445021,27.45107872,6,3,,3:57:00,1,3:58:00,0:01:00,RES18-01631,2,Winter,NEG,IS2404_NEG
Wed May 29 03:55:19 UTC 2019,-38.33756544,144.7348843,18.43841553,7.585,1,,3:55:00,1,3:55:00,0:00:00,RES18-01629,1,Winter,NEG,IS2404_NEG
Wed May 29 04:00:13 UTC 2019,-38.34236128,144.7443883,33.37352264,6,3,,4:00:00,1,4:00:00,0:00:00,RES18-01704,1,Winter,NEG,IS2404_NEG
Wed May 29 03:56:38 UTC 2019,-38.35014339,144.745414,13.5,5,5,,3:56:00,1,3:57:00,0:01:00,RES18-01754,2,Winter,38.70,IS2404_POS
Wed May 29 03:57:37 UTC 2019,-38.35987364,144.7607176,19.44464111,4.288,4,,3:57:00,1,3:57:00,0:00:00,RES18-01833,1,Winter,NEG,IS2404_NEG
Wed May 29 03:58:27 UTC 2019,-38.33592497,144.7339936,36.78863525,6.068,1,,3:57:00,1,3:58:00,0:01:00,RES18-01581,1,Winter,NEG,IS2404_NEG
Wed May 29 03:59:50 UTC 2019,-38.35118267,144.74411,-1.799999952,4,5,,3:59:00,1,4:00:00,0:01:00,RES18-01751,1,Winter,NEG,IS2404_NEG
Wed May 29 04:04:05 UTC 2019,-38.34177532,144.7453104,28.40946429,8,3,,4:04:00,1,4:04:00,0:00:00,RES18-01703,1,Winter,NEG,IS2404_NEG
Wed May 29 04:02:29 UTC 2019,-38.35226985,144.7426372,23.89999962,7,5,,4:02:00,1,4:02:00,0:00:00,RES18-01863,1,Winter,NEG,IS2404_NEG
Wed May 29 04:08:26 UTC 2019,-38.34090482,144.7430498,25.28665241,8,3,,4:08:00,1,4:08:00,0:00:00,RES18-01700,1,Winter,NEG,IS2404_NEG
Wed May 29 04:04:06 UTC 2019,-38.35593298,144.7601597,3.304138184,6.432,4,,4:04:00,1,4:04:00,0:00:00,RES18-01836,1,Winter,NEG,IS2404_NEG
Wed May 29 04:05:48 UTC 2019,-38.35358604,144.743739,16.60000038,6,5,,4:05:00,1,4:06:00,0:01:00,RES18-01551,1,Winter,NEG,IS2404_NEG
Wed May 29 04:12:22 UTC 2019,-38.3394164,144.7444234,32.34538746,8,3,,4:13:00,1,4:13:00,0:00:00,RES18-01701,1,Winter,NEG,IS2404_NEG
Wed May 29 04:11:28 UTC 2019,-38.35438333,144.7621498,10.69726563,5.36,4,,4:11:00,1,4:11:00,0:00:00,RES18-01615,1,Winter,NEG,IS2404_NEG
Wed May 29 04:13:59 UTC 2019,-38.34104963,144.7353453,19.2086792,6.068,1,,4:13:00,1,4:15:00,0:02:00,RES18-01547,1,Winter,NEG,IS2404_NEG
Wed May 29 04:19:00 UTC 2019,-38.35739687,144.7582692,28.52166748,5.36,4,,4:19:00,1,4:20:00,0:01:00,RES18-01616,1,Winter,NEG,IS2404_NEG
Wed May 29 04:20:46 UTC 2019,-38.34231941,144.7338119,22.33514404,7.585,1,,4:19:00,1,4:21:00,0:02:00,RES18-01747,1,Winter,NEG,IS2404_NEG
Wed May 29 04:24:11 UTC 2019,-38.34352505,144.7323658,24.56591797,6.068,1,,4:23:00,1,4:24:00,0:01:00,RES18-01550,1,Winter,NEG,IS2404_NEG
Wed May 29 04:25:26 UTC 2019,-38.35881598,144.7563517,17.28186035,5.36,4,,4:25:00,1,4:26:00,0:01:00,RES18-01617,1,Winter,NEG,IS2404_NEG
Wed May 29 04:30:17 UTC 2019,-38.36058103,144.7552658,15.67749023,7.504,4,,4:30:00,1,4:30:00,0:00:00,RES18-01834,1,Winter,NEG,IS2404_NEG
Wed May 29 04:37:52 UTC 2019,-38.35868731,144.7537387,5.11239624,6.432,4,,4:38:00,1,4:38:00,0:00:00,RES18-01614,1,Winter,NEG,IS2404_NEG
Wed May 29 04:40:09 UTC 2019,-38.34134386,144.7371391,15.58392334,7.585,2,,4:40:00,1,4:40:00,0:00:00,RES18-01549,1,Winter,NEG,IS2404_NEG
Wed May 29 04:42:47 UTC 2019,-38.35999419,144.7527994,3.918640137,6.432,4,,4:42:00,1,4:44:00,0:02:00,RES18-01613,1,Winter,NEG,IS2404_NEG
Wed May 29 04:45:14 UTC 2019,-38.34486541,144.7330566,31.01745605,6.068,2,,4:45:00,1,4:45:00,0:00:00,RES18-01574,1,Winter,NEG,IS2404_NEG
Wed May 29 04:50:27 UTC 2019,-38.3431921,144.7382954,25.20422363,4.5509996,1,,4:50:00,1,4:50:00,0:00:00,RES18-01575,1,Winter,NEG,IS2404_NEG
Wed May 29 04:54:24 UTC 2019,-38.34371652,144.7368696,25.21313477,6.068,1,,4:52:00,1,4:54:00,0:02:00,RES18-01741,1,Winter,NEG,IS2404_NEG
Wed May 29 04:58:57 UTC 2019,-38.34483541,144.7354298,25.25238037,6.068,1,,4:59:00,1,4:59:00,0:00:00,RES18-01746,1,Winter,NEG,IS2404_NEG
Wed May 29 04:57:50 UTC 2019,-38.35588351,144.7558002,19.88818359,7.504,4,,4:58:00,1,4:58:00,0:00:00,RES18-01612,1,Winter,NEG,IS2404_NEG
Wed May 29 05:01:50 UTC 2019,-38.34587426,144.7340525,27.33605957,7.585,1,,5:01:00,1,5:02:00,0:01:00,RES18-01858,1,Winter,NEG,IS2404_NEG
Wed May 29 05:02:33 UTC 2019,-38.35672431,144.75655,16.19195557,6.432,4,,5:02:00,1,5:02:00,0:00:00,RES18-01611,1,Winter,NEG,IS2404_NEG
Wed May 29 05:07:07 UTC 2019,-38.34278965,144.7357251,21.47186279,6.068,1,,5:06:00,1,5:07:00,0:01:00,RES18-01553,1,Winter,NEG,IS2404_NEG
Wed May 29 05:06:51 UTC 2019,-38.35561943,144.757948,10.13464355,6.432,4,,5:06:00,1,5:07:00,0:01:00,RES18-01610,1,Winter,NEG,IS2404_NEG
Wed May 29 05:11:14 UTC 2019,-38.35411687,144.7599156,16.24304199,7.504,4,,5:11:00,1,5:12:00,0:01:00,RES18-01608,1,Winter,NEG,IS2404_NEG
Wed May 29 05:12:04 UTC 2019,-38.34410496,144.738592,11.91482544,4.5509996,1,,5:12:00,1,5:12:00,0:00:00,RES18-01860,1,Winter,NEG,IS2404_NEG
Wed May 29 05:15:15 UTC 2019,-38.3448555,144.7386304,19.3916626,6.068,1,,5:15:00,1,5:15:00,0:00:00,RES18-01859,1,Winter,NEG,IS2404_NEG
Wed May 29 05:17:00 UTC 2019,-38.35475032,144.7575458,0.304931641,7.504,4,,5:17:00,1,5:17:00,0:00:00,RES18-01607,1,Winter,NEG,IS2404_NEG
Wed May 29 05:20:22 UTC 2019,-38.34588461,144.737382,14.97943115,6.068,1,,5:19:00,1,5:20:00,0:01:00,RES18-01552,1,Winter,NEG,IS2404_NEG
Wed May 29 05:23:07 UTC 2019,-38.34682291,144.7361501,21.69311523,4.5509996,1,,5:23:00,1,5:23:00,0:00:00,RES18-01554,1,Winter,35.82,IS2404_POS
Wed May 29 05:26:42 UTC 2019,-38.34595488,144.7391381,1.730194092,4.5509996,1,,5:26:00,1,5:26:00,0:00:00,RES18-01861,1,Winter,NEG,IS2404_NEG
Wed May 29 05:29:45 UTC 2019,-38.34682179,144.7378893,20.1171875,6.068,1,,5:29:00,1,5:30:00,0:01:00,RES18-01570,1,Winter,NEG,IS2404_NEG
Wed May 29 05:31:59 UTC 2019,-38.34779825,144.7365097,16.75189209,6.068,1,,5:31:00,1,5:32:00,0:01:00,RES18-01853,1,Winter,NEG,IS2404_NEG
Wed May 29 05:31:37 UTC 2019,-38.36046147,144.7649772,11.95623779,4.288,4,,5:31:00,1,5:31:00,0:00:00,RES18-01605,1,Winter,NEG,IS2404_NEG
Wed May 29 05:35:54 UTC 2019,-38.34876779,144.7375624,-8.781005859,7.585,1,,5:36:00,1,5:36:00,0:00:00,RES18-01426,1,Winter,NEG,IS2404_NEG
Wed May 29 05:38:05 UTC 2019,-38.34794585,144.7387765,-1.392822266,7.585,1,,5:38:00,1,5:38:00,0:00:00,RES18-01852,1,Winter,NEG,IS2404_NEG
Wed May 29 05:40:08 UTC 2019,-38.35879615,144.7627776,19.23730469,3.216,4,,5:40:00,1,5:40:00,0:00:00,RES18-01602,1,Winter,NEG,IS2404_NEG
Wed May 29 05:44:32 UTC 2019,-38.34865285,144.7412025,31.94482422,7.585,1,,5:44:00,1,5:44:00,0:00:00,RES18-01435,1,Winter,NEG,IS2404_NEG
Wed May 29 05:46:38 UTC 2019,-38.34983354,144.7398817,24.2300415,6.068,1,,5:45:00,1,5:46:00,0:01:00,RES18-01851,1,Winter,NEG,IS2404_NEG
Wed May 29 05:54:23 UTC 2019,-38.34888298,144.7431592,8.248443604,6.068,1,,5:54:00,1,5:54:00,0:00:00,RES18-01433,1,Winter,NEG,IS2404_NEG
Wed May 29 05:55:10 UTC 2019,-38.35780077,144.7632121,0.055145264,5.36,4,,5:55:00,1,5:55:00,0:00:00,RES18-01601,1,Winter,34.82,IS2404_POS
Wed May 29 05:59:13 UTC 2019,-38.34714185,144.7415347,16.93811035,6.068,1,,5:59:00,1,5:59:00,0:00:00,RES18-01434,1,Winter,NEG,IS2404_NEG
Wed May 29 06:02:10 UTC 2019,-38.35253973,144.7487152,4.480743408,6.068,1,,6:02:00,1,6:02:00,0:00:00,RES18-01437,1,Winter,NEG,IS2404_NEG
Wed May 29 06:05:13 UTC 2019,-38.35395432,144.7468686,28.15045166,4.5509996,1,,6:05:00,1,6:05:00,0:00:00,RES18-01849,1,Winter,NEG,IS2404_NEG
Wed May 29 06:08:03 UTC 2019,-38.35523437,144.7455307,40.12359619,7.585,1,,6:08:00,1,6:08:00,0:00:00,RES18-01850,1,Winter,NEG,IS2404_NEG
Wed May 29 06:07:22 UTC 2019,-38.35162535,144.7618096,20.01190186,6.432,4,,6:07:00,1,6:07:00,0:00:00,RES18-01606,1,Winter,NEG,IS2404_NEG
Wed May 29 06:20:46 UTC 2019,-38.34858544,144.760213,12.08862305,7.504,4,,6:23:00,1,6:24:00,0:01:00,RES18-01596,1,Winter,38.37,IS2404_POS
Wed May 29 23:11:19 UTC 2019,-38.36992668,144.8226101,18.76538086,4.5509996,4,,23:15:00,1,23:16:00,0:01:00,RES18-01702,1,Winter,NEG,IS2404_NEG
Wed May 29 23:22:26 UTC 2019,-38.38420508,144.8101165,21.66603579,3,3,,23:22:00,1,23:22:00,0:00:00,RES18-01690,1,Winter,NEG,IS2404_NEG
Wed May 29 23:25:36 UTC 2019,-38.38448636,144.8126432,26.63875711,4,3,,23:25:00,1,23:26:00,0:01:00,RES18-01959,1,Winter,NEG,IS2404_NEG
Wed May 29 23:21:58 UTC 2019,-38.35269698,144.7467987,13.30000019,7,5,,23:22:00,1,23:23:00,0:01:00,RES18-01533,1,Winter,34.99,IS2404_POS
Wed May 29 23:26:27 UTC 2019,-38.35336779,144.749732,6.099999905,8,5,,23:26:00,1,23:26:00,0:00:00,RES18-01991,1,Winter,NEG,IS2404_NEG
Wed May 29 23:31:19 UTC 2019,-38.3860478,144.8148341,40.6552732,8,3,,23:31:00,1,23:31:00,0:00:00,RES18-01960,1,Winter,NEG,IS2404_NEG
Wed May 29 23:22:52 UTC 2019,-38.37056065,144.8253007,-2.032897949,7.585,4,,23:23:00,2,,,,,Winter,No_pellet_found,No_pellet_found
Wed May 29 23:29:28 UTC 2019,-38.35260997,144.746744,7.126647949,4.288,1,,23:28:00,1,23:29:00,0:01:00,RES18-01438,1,Winter,NEG,IS2404_NEG
Wed May 29 23:29:02 UTC 2019,-38.35459899,144.7481801,49.70000076,8,5,,23:29:00,1,23:29:00,0:00:00,RES18-01990,1,Winter,NEG,IS2404_NEG
Wed May 29 23:34:16 UTC 2019,-38.38606335,144.8148826,19.02112239,8,3,,23:34:00,1,23:34:00,0:00:00,RES18-01254,2,Winter,NEG,IS2404_NEG
Wed May 29 23:32:35 UTC 2019,-38.35417523,144.7506216,43.79999924,8,5,,23:33:00,1,23:33:00,0:00:00,RES18-01525,1,Winter,NEG,IS2404_NEG
Wed May 29 23:34:11 UTC 2019,-38.34546384,144.7426418,0.897888184,5.36,1,,23:33:00,1,23:34:00,0:01:00,RES18-01432,1,Winter,NEG,IS2404_NEG
Wed May 29 23:37:47 UTC 2019,-38.38690686,144.8164336,58.82393935,8,3,,23:37:00,1,23:39:00,0:02:00,RES18-01232,1,Winter,NEG,IS2404_NEG
Wed May 29 23:35:14 UTC 2019,-38.35536116,144.7486247,18,3,5,,23:35:00,1,23:35:00,0:00:00,RES18-01524,1,Winter,NEG,IS2404_NEG
Wed May 29 23:31:38 UTC 2019,-38.3706731,144.8273551,-2.844024658,6.068,4,,23:32:00,1,23:36:00,0:04:00,RES18-01732,1,Winter,NEG,IS2404_NEG
Wed May 29 23:37:33 UTC 2019,-38.34749853,144.7425832,2.011230469,6.432,1,,23:36:00,1,23:37:00,0:01:00,RES18-01430,1,Winter,36.73,IS2404_POS
Wed May 29 23:38:25 UTC 2019,-38.35581878,144.7495021,26,5,5,,23:38:00,1,23:38:00,0:00:00,RES18-01535,1,Winter,NEG,IS2404_NEG
Wed May 29 23:43:16 UTC 2019,-38.38449945,144.8164054,32.97108563,8,3,,23:43:00,1,23:43:00,0:00:00,RES18-01689,1,Winter,NEG,IS2404_NEG
Wed May 29 23:40:34 UTC 2019,-38.34612457,144.7439502,12.14056396,3.216,1,,23:40:00,1,23:40:00,0:00:00,RES18-01428,1,Winter,39.36,IS2404_POS
Wed May 29 23:42:26 UTC 2019,-38.3464193,144.7444078,-21.27566528,7.504,1,,23:42:00,1,23:42:00,0:00:00,RES18-01427,1,Winter,NEG,IS2404_NEG
Wed May 29 23:42:50 UTC 2019,-38.35514192,144.7522762,32.90000153,7,5,,23:43:00,1,23:43:00,0:00:00,RES18-01523,1,Winter,NEG,IS2404_NEG
Wed May 29 23:44:29 UTC 2019,-38.34565394,144.7448696,-3.72479248,6.432,1,,23:43:00,1,23:44:00,0:01:00,RES18-01431,1,Winter,NEG,IS2404_NEG
Wed May 29 23:45:24 UTC 2019,-38.35655276,144.7501609,-9.800000191,7,5,,23:45:00,1,23:45:00,0:00:00,RES18-01526,1,Winter,33.54,IS2404_POS
Wed May 29 23:49:50 UTC 2019,-38.38151647,144.8168444,43.85992902,8,3,,23:50:00,1,23:50:00,0:00:00,RES18-01961,1,Winter,NEG,IS2404_NEG
Wed May 29 23:48:20 UTC 2019,-38.35797407,144.7514783,26.20000076,6,5,,23:48:00,1,23:48:00,0:00:00,RES18-01522,1,Winter,NEG,IS2404_NEG
Wed May 29 23:47:16 UTC 2019,-38.34474164,144.7457341,10.14276123,4.288,1,,23:47:00,1,23:47:00,0:00:00,RES18-01559,1,Winter,NEG,IS2404_NEG
Wed May 29 23:50:53 UTC 2019,-38.3442624,144.7467917,7.356414795,7.504,1,,23:51:00,1,23:51:00,0:00:00,RES18-01336,1,Winter,NEG,IS2404_NEG
Wed May 29 23:54:28 UTC 2019,-38.38145579,144.8158882,42.41700645,8,3,,23:54:00,1,23:56:00,0:02:00,RES18-01632,1,Winter,NEG,IS2404_NEG
Wed May 29 23:50:45 UTC 2019,-38.35702218,144.7530116,38.70000076,8,5,,23:51:00,1,23:51:00,0:00:00,RES18-01534,1,Winter,NEG,IS2404_NEG
Wed May 29 23:54:18 UTC 2019,-38.3437979,144.7468771,4.203125,6.432,1,,23:52:00,1,23:54:00,0:02:00,RES18-01337,1,Winter,NEG,IS2404_NEG
Wed May 29 23:59:28 UTC 2019,-38.38295704,144.8144653,29.36819391,8,3,,23:59:00,1,23:59:00,0:00:00,RES18-01634,1,Winter,NEG,IS2404_NEG
Wed May 29 23:58:19 UTC 2019,-38.34302236,144.7482587,2.752838135,4.288,1,,23:58:00,1,23:58:00,0:00:00,RES18-01338,1,Winter,38.14,IS2404_POS
Wed May 29 23:56:35 UTC 2019,-38.37091084,144.8323402,7.700592041,7.585,4,,23:56:00,1,23:58:00,0:02:00,RES18-01695,1,Winter,NEG,IS2404_NEG
Wed May 29 23:59:14 UTC 2019,-38.37085902,144.8323327,2.178283691,6.068,4,,23:59:00,1,0:00:00,0:01:00,RES18-01733,2,Winter,NEG,IS2404_NEG
Thu May 30 00:03:38 UTC 2019,-38.38125039,144.813227,37.68625042,6,3,,0:03:00,1,0:03:00,0:00:00,RES18-01636,1,Winter,29.21,IS2404_POS
Thu May 30 00:00:27 UTC 2019,-38.35188254,144.750058,1.299999952,8,5,,0:00:00,1,0:02:00,0:02:00,RES18-01517,1,Winter,NEG,IS2404_NEG
Thu May 30 00:07:31 UTC 2019,-38.38266856,144.8123382,45.35998046,8,3,,0:07:00,1,0:08:00,0:01:00,RES18-01637,1,Winter,NEG,IS2404_NEG
Thu May 30 00:05:18 UTC 2019,-38.35043717,144.7520214,17.39999962,7,5,,0:05:00,1,0:05:00,0:00:00,RES18-01519,1,Winter,NEG,IS2404_NEG
Thu May 30 00:05:39 UTC 2019,-38.3400756,144.7454733,-5.809417725,7.504,1,,0:05:00,1,0:05:00,0:00:00,RES18-01572,1,Winter,NEG,IS2404_NEG
Thu May 30 00:07:50 UTC 2019,-38.34843462,144.7536136,-1.299999952,4,5,,0:08:00,1,0:08:00,0:00:00,RES18-01515,1,Winter,NEG,IS2404_NEG
Thu May 30 00:10:27 UTC 2019,-38.34685666,144.7555958,16.89999962,5,5,,0:10:00,1,0:11:00,0:01:00,RES18-01518,1,Winter,30.58,IS2404_POS
Thu May 30 00:11:47 UTC 2019,-38.37153741,144.8374782,-1.032653809,4.5509996,4,,0:12:00,1,0:12:00,0:00:00,RES18-01436,1,Winter,NEG,IS2404_NEG
Thu May 30 00:11:26 UTC 2019,-38.38232238,144.8095899,6.178876165,6,3,,0:14:00,1,0:17:00,0:03:00,RES18-01638,1,Winter,NEG,IS2404_NEG
Thu May 30 00:14:16 UTC 2019,-38.34779449,144.7580042,0.800000012,7,5,,0:14:00,1,0:14:00,0:00:00,RES18-01520,1,Winter,NEG,IS2404_NEG
Thu May 30 00:16:32 UTC 2019,-38.34897993,144.7563712,9.199999809,6,5,,0:16:00,1,0:16:00,0:00:00,RES18-01456,1,Winter,NEG,IS2404_NEG
Thu May 30 00:17:45 UTC 2019,-38.34249857,144.7489317,6.237701416,5.36,1,,0:15:00,1,0:18:00,0:03:00,RES18-01440,1,Winter,NEG,IS2404_NEG
Thu May 30 00:22:02 UTC 2019,-38.38076192,144.8107757,23.71949268,6,3,,0:22:00,1,0:23:00,0:01:00,RES18-01639,1,Winter,34.77,IS2404_POS
Thu May 30 00:19:52 UTC 2019,-38.35045405,144.7544714,9.899999619,6,5,,0:20:00,1,0:20:00,0:00:00,RES18-01531,1,Winter,NEG,IS2404_NEG
Thu May 30 00:16:38 UTC 2019,-38.3711065,144.8375095,16.43292236,7.585,4,,0:21:00,2,,,,,Winter,No_pellet_found,No_pellet_found
Thu May 30 00:22:47 UTC 2019,-38.35269436,144.7531006,18.20000076,6,5,,0:23:00,1,0:23:00,0:00:00,RES18-01521,1,Winter,NEG,IS2404_NEG
Thu May 30 00:23:51 UTC 2019,-38.34380229,144.7507247,14.30181885,7.504,1,,0:16:00,1,0:18:00,0:02:00,RES18-01857,1,Winter,NEG,IS2404_NEG
Thu May 30 00:25:26 UTC 2019,-38.35429844,144.753109,-0.200000003,7,5,,0:25:00,1,0:25:00,0:00:00,RES18-01516,1,Winter,NEG,IS2404_NEG
Thu May 30 00:26:05 UTC 2019,-38.34363979,144.7513529,16.31134033,7.504,1,,0:25:00,1,0:26:00,0:01:00,RES18-01855,1,Winter,NEG,IS2404_NEG
Thu May 30 00:24:46 UTC 2019,-38.37312821,144.8373512,-0.611694336,6.068,4,,0:24:00,1,0:26:00,0:02:00,RES18-01728,1,Winter,NEG,IS2404_NEG
Thu May 30 00:27:10 UTC 2019,-38.37309904,144.837345,4.673217773,7.585,4,,0:27:00,1,0:27:00,0:00:00,RES18-01723,2,Winter,NEG,IS2404_NEG
Thu May 30 00:28:17 UTC 2019,-38.35344036,144.7549978,4.400000095,5,5,,0:28:00,1,0:28:00,0:00:00,RES18-01513,1,Winter,NEG,IS2404_NEG
Thu May 30 00:29:57 UTC 2019,-38.34504241,144.74933,-32.25411987,4.288,1,,0:30:00,1,0:30:00,0:00:00,RES18-01856,1,Winter,40.00,IS2404_POS
Thu May 30 00:32:03 UTC 2019,-38.35178179,144.7559761,16.60000038,8,5,,0:32:00,1,0:32:00,0:00:00,RES18-01511,1,Winter,NEG,IS2404_NEG
Thu May 30 00:32:46 UTC 2019,-38.34643994,144.7472629,7.648590088,6.432,1,,0:33:00,1,0:33:00,0:00:00,RES18-01854,1,Winter,NEG,IS2404_NEG
Thu May 30 00:36:19 UTC 2019,-38.37859578,144.8098598,20.85733902,6,3,,0:36:00,1,0:37:00,0:01:00,RES18-01640,1,Winter,NEG,IS2404_NEG
Thu May 30 00:34:29 UTC 2019,-38.35091227,144.7555903,22.79999924,4,5,,0:34:00,1,0:34:00,0:00:00,RES18-01465,1,Winter,NEG,IS2404_NEG
Thu May 30 00:33:20 UTC 2019,-38.37502889,144.836337,9.416473389,6.068,4,,0:33:00,1,0:33:00,0:00:00,RES18-01726,1,Winter,NEG,IS2404_NEG
Thu May 30 00:35:28 UTC 2019,-38.34800585,144.7458048,21.73834229,5.36,1,,0:35:00,1,0:35:00,0:00:00,RES18-01743,1,Winter,40.00,IS2404_POS
Thu May 30 00:35:35 UTC 2019,-38.37500973,144.8363211,1.19934082,7.585,4,,0:35:00,1,0:35:00,0:00:00,RES18-01722,2,Winter,NEG,IS2404_NEG
Thu May 30 00:37:29 UTC 2019,-38.34803079,144.7458598,14.4574585,5.36,1,,0:37:00,1,0:37:00,0:00:00,RES18-01339,2,Winter,34.20,IS2404_POS
Thu May 30 00:37:07 UTC 2019,-38.3496041,144.757754,-6.800000191,7,5,,0:37:00,1,0:37:00,0:00:00,RES18-01512,1,Winter,NEG,IS2404_NEG
Thu May 30 00:42:35 UTC 2019,-38.37925316,144.8115737,28.27635536,8,3,,0:42:00,1,0:42:00,0:00:00,RES18-01303,1,Winter,NEG,IS2404_NEG
Thu May 30 00:41:07 UTC 2019,-38.34719064,144.7486257,11.22924805,3.216,1,,0:41:00,1,0:41:00,0:00:00,RES18-01340,1,Winter,NEG,IS2404_NEG
Thu May 30 00:45:52 UTC 2019,-38.37952265,144.8142164,24.95814123,6,3,,0:46:00,1,0:46:00,0:00:00,RES18-01774,1,Winter,NEG,IS2404_NEG
Thu May 30 00:40:10 UTC 2019,-38.37599876,144.8354899,-6.369567871,6.068,4,,0:40:00,1,0:40:00,0:00:00,RES18-01718,1,Winter,NEG,IS2404_NEG
Thu May 30 00:41:41 UTC 2019,-38.35023053,144.7580774,-4.699999809,5,5,,0:41:00,1,0:41:00,0:00:00,RES18-01464,1,Winter,NEG,IS2404_NEG
Thu May 30 00:42:49 UTC 2019,-38.34800475,144.7483758,22.11358643,5.36,1,,0:42:00,1,0:43:00,0:01:00,RES18-01316,1,Winter,NEG,IS2404_NEG
Thu May 30 00:44:46 UTC 2019,-38.35130487,144.758627,20.39999962,7,5,,0:45:00,1,0:45:00,0:00:00,RES18-01463,1,Winter,NEG,IS2404_NEG
