start_survey,Latitude,Longitude,Altitude,Accuracy,Surveyor_ID,Surveyor_ID_other,Start_sampling,Found_pellets,End_sampling,Time_to_scat,Barcode,Suspected_organism,Season/survey,Cq(IS2404),QPCR result
Thu Jan 24 04:59:26 UTC 2019,-38.39553765,144.8067362,27.0145874,7.504,1,,4:57:00,1,4:59:00,0:02:00,RES18-00726,1,Summer,NEG,IS2404_NEG
Thu Jan 24 05:00:22 UTC 2019,-38.39668698,144.8008104,-14.39999962,8,5,,4:59:00,1,5:01:00,0:02:00,RES18-00472,1,Summer,NEG,IS2404_NEG
Thu Jan 24 05:03:38 UTC 2019,-38.39458807,144.8104765,19.01696777,7.504,1,,5:03:00,1,5:03:00,0:00:00,RES18-00716,1,Summer,NEG,IS2404_NEG
Thu Jan 24 05:06:39 UTC 2019,-38.39657816,144.810647,31.05671898,6,3,,5:06:00,1,5:07:00,0:01:00,RES18-00704,1,Summer,NEG,IS2404_NEG
Thu Jan 24 05:06:51 UTC 2019,-38.39386992,144.8126761,30.37310791,6.432,1,,5:06:00,1,5:07:00,0:01:00,RES18-00715,1,Summer,36.69,IS2404_POS
Thu Jan 24 05:11:18 UTC 2019,-38.39577406,144.8116606,18.2913208,4.288,1,,5:09:00,1,5:11:00,0:02:00,RES18-00727,1,Summer,NEG,IS2404_NEG
Thu Jan 24 05:14:24 UTC 2019,-38.39673914,144.8138693,13.81903076,6.432,1,,5:13:00,1,5:14:00,0:01:00,RES18-00414,1,Summer,NEG,IS2404_NEG
Thu Jan 24 05:16:46 UTC 2019,-38.39957738,144.8112782,22.40075726,8,3,,5:16:00,1,5:17:00,0:01:00,RES18-00712,1,Summer,NEG,IS2404_NEG
Thu Jan 24 05:18:46 UTC 2019,-38.3937496,144.8126821,17.71051025,7.504,1,,5:17:00,1,5:18:00,0:01:00,RES18-00440,1,Summer,NEG,IS2404_NEG
Thu Jan 24 05:09:56 UTC 2019,-38.39774262,144.8125268,7.119348008,8,3,,6:10:00,1,5:10:00,NA,RES18-00705,1,Summer,NEG,IS2404_NEG
Thu Jan 24 05:23:43 UTC 2019,-38.3952224,144.8099004,23.89239502,7.504,1,,5:22:00,1,5:23:00,0:01:00,RES18-00479,1,Summer,NEG,IS2404_NEG
Thu Jan 24 21:23:25 UTC 2019,-38.37279063,144.7962095,4.691101074,4.288,1,,21:22:00,1,21:23:00,0:01:00,RES18-00765,1,Summer,NEG,IS2404_NEG
Thu Jan 24 21:25:59 UTC 2019,-38.37291001,144.7930988,19.01959229,7.504,1,,21:26:00,1,21:26:00,0:00:00,RES18-00766,1,Summer,NEG,IS2404_NEG
Thu Jan 24 21:29:19 UTC 2019,-38.3721844,144.7895779,18.14544678,6.432,1,,21:28:00,1,21:29:00,0:01:00,RES18-00767,1,Summer,NEG,IS2404_NEG
Thu Jan 24 22:04:37 UTC 2019,-38.37633234,144.8824903,2.900000095,6,5,,22:04:00,1,22:05:00,0:01:00,RES18-00474,1,Summer,NEG,IS2404_NEG
Thu Jan 24 22:05:03 UTC 2019,-38.37449995,144.8833686,18.2432251,5.36,1,,22:04:00,1,22:05:00,0:01:00,RES18-00768,1,Summer,38.96,IS2404_POS
Thu Jan 24 22:09:44 UTC 2019,-38.37285314,144.8856082,29.34448242,5.36,1,,22:09:00,1,22:09:00,0:00:00,RES18-00769,1,Summer,NEG,IS2404_NEG
Thu Jan 24 22:09:14 UTC 2019,-38.37749612,144.8806012,13.80000019,8,5,,22:09:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Thu Jan 24 22:16:18 UTC 2019,-38.37560841,144.880174,3.200000048,8,5,,22:16:00,1,22:16:00,0:00:00,RES18-00615,1,Summer,NEG,IS2404_NEG
Thu Jan 24 22:22:17 UTC 2019,-38.37293532,144.8813398,28,6,5,,22:22:00,1,22:22:00,0:00:00,RES18-00473,1,Summer,NEG,IS2404_NEG
Thu Jan 24 22:24:45 UTC 2019,-38.36974686,144.8850001,18.21563721,6.432,1,,22:23:00,1,22:25:00,0:02:00,RES18-00771,1,Summer,NEG,IS2404_NEG
Thu Jan 24 22:26:08 UTC 2019,-38.37098509,144.8814051,5.900000095,7,5,,22:26:00,1,22:27:00,0:01:00,RES18-00616,1,Summer,NEG,IS2404_NEG
Thu Jan 24 22:30:15 UTC 2019,-38.37166581,144.8841862,13.71459961,7.504,1,,22:30:00,1,22:30:00,0:00:00,RES18-00772,1,Summer,NEG,IS2404_NEG
Thu Jan 24 22:31:15 UTC 2019,-38.36940959,144.8805449,-2.900000095,7,5,,22:31:00,1,22:32:00,0:01:00,RES18-00617,1,Summer,37.08,IS2404_POS
Thu Jan 24 22:37:33 UTC 2019,-38.37450643,144.8874864,20.5760498,5.36,1,,22:36:00,1,22:37:00,0:01:00,RES18-00773,1,Summer,NEG,IS2404_NEG
Thu Jan 24 22:38:17 UTC 2019,-38.36893475,144.8828838,-6,8,5,,22:38:00,1,22:41:00,0:03:00,RES18-00653,1,Summer,NEG,IS2404_NEG
Thu Jan 24 22:42:15 UTC 2019,-38.37619141,144.8858921,23.60827637,6.432,1,,22:38:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Thu Jan 24 22:46:05 UTC 2019,-38.37640336,144.886182,22.52001953,7.504,1,,22:46:00,1,22:46:00,0:00:00,RES18-00774,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:20:51 UTC 2019,-38.37145961,144.8916178,11,3,5,,22:21:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Mon Feb 11 22:28:35 UTC 2019,-38.3730132,144.8904602,13,8,5,,22:29:00,1,22:30:00,0:01:00,RES18-00803,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:34:06 UTC 2019,-38.37480649,144.8901936,14.89999962,8,5,,22:34:00,1,22:35:00,0:01:00,RES18-00762,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:37:46 UTC 2019,-38.3571705,144.9102762,-1.437744141,4.288,1,,22:33:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Mon Feb 11 22:39:26 UTC 2019,-38.37350846,144.8918386,21.39999962,8,5,,22:39:00,1,22:42:00,0:03:00,RES18-00760,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:45:17 UTC 2019,-38.37356544,144.8943207,24.79999924,8,5,,22:45:00,1,22:46:00,0:01:00,RES18-00764,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:50:42 UTC 2019,-38.37164054,144.8937147,16.29999924,7,5,,23:50:00,1,22:50:00,NA,RES18-00763,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:51:51 UTC 2019,-38.35668029,144.9157226,-9.906616211,5.36,2,,22:53:00,1,22:53:00,0:00:00,RES18-00791,2,Summer,NEG,IS2404_NEG
Mon Feb 11 22:53:32 UTC 2019,-38.37157102,144.8962588,15.39999962,7,5,,22:53:00,1,22:54:00,0:01:00,RES18-00761,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:54:56 UTC 2019,-38.35609768,144.9179675,8.698516846,6.432,2,,22:57:00,1,22:57:00,0:00:00,RES18-00321,2,Summer,NEG,IS2404_NEG
Mon Feb 11 22:57:29 UTC 2019,-38.37179823,144.8987235,19.60000038,7,5,,22:57:00,1,23:00:00,0:03:00,RES18-00759,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:59:13 UTC 2019,-38.35514847,144.9208043,4.318481445,5.36,2,,23:01:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Mon Feb 11 23:02:22 UTC 2019,-38.3537867,144.9227113,4.061645508,6.432,2,,23:04:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Mon Feb 11 23:03:39 UTC 2019,-38.37296381,144.8966502,1.399999976,7,5,,23:03:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Mon Feb 11 23:05:28 UTC 2019,-38.35265364,144.9246087,15.61657715,3.216,2,,23:07:00,1,23:07:00,0:00:00,RES18-00802,1,Summer,NEG,IS2404_NEG
Mon Feb 11 23:10:24 UTC 2019,-38.35185344,144.92625,22.20471191,3.216,2,,23:13:00,1,23:13:00,0:00:00,RES18-00793,1,Summer,NEG,IS2404_NEG
Mon Feb 11 23:15:12 UTC 2019,-38.35059921,144.9243468,10.60507202,6.432,2,,23:17:00,1,23:17:00,0:00:00,RES18-00794,1,Summer,NEG,IS2404_NEG
Mon Feb 11 23:21:29 UTC 2019,-38.3520538,144.9231123,21.22705078,4.288,2,,23:21:00,1,23:22:00,0:01:00,RES18-00800,1,Summer,NEG,IS2404_NEG
Mon Feb 11 23:27:29 UTC 2019,-38.3518555,144.9195866,14.58959961,5.36,2,,23:29:00,1,23:29:00,0:00:00,RES18-00323,1,Summer,NEG,IS2404_NEG
Mon Feb 11 23:31:52 UTC 2019,-38.35268593,144.9210121,10.64096069,6.432,2,,23:32:00,1,23:32:00,0:00:00,RES18-00322,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:16:46 UTC 2019,-38.37111455,144.8939309,1.885000136,8,3,,22:18:00,1,22:20:00,0:02:00,RES18-00781,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:24:41 UTC 2019,-38.37152477,144.8965235,39.20117339,6,3,,22:24:00,1,22:28:00,0:04:00,RES18-00776,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:31:48 UTC 2019,-38.37145517,144.898893,3.524189127,8,3,,22:32:00,1,22:36:00,0:04:00,RES18-00783,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:39:27 UTC 2019,-38.37078196,144.9010109,5.585054537,8,3,,22:39:00,1,22:41:00,0:02:00,RES18-00777,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:44:14 UTC 2019,-38.37041314,144.9037464,21.87550954,8,3,,22:44:00,1,22:45:00,0:01:00,RES18-00780,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:48:34 UTC 2019,-38.36950126,144.9058956,32.67953301,6,3,,22:48:00,1,22:49:00,0:01:00,RES18-00782,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:53:21 UTC 2019,-38.36800182,144.9072888,49.78502747,8,3,,22:53:00,1,22:54:00,0:01:00,RES18-00778,1,Summer,NEG,IS2404_NEG
Mon Feb 11 22:58:38 UTC 2019,-38.36792606,144.9044111,35.88326824,6,3,,23:00:00,1,23:03:00,0:03:00,RES18-00779,1,Summer,NEG,IS2404_NEG
Mon Feb 11 23:30:40 UTC 2019,-38.36776668,144.9022079,55.85713867,8,3,,23:30:00,1,23:31:00,0:01:00,RES18-00315,1,Summer,NEG,IS2404_NEG
Mon Feb 11 23:44:41 UTC 2019,-38.3678127,144.8996023,31.90550838,6,3,,23:44:00,1,23:45:00,0:01:00,RES18-00310,1,Summer,NEG,IS2404_NEG
Mon Feb 11 23:48:55 UTC 2019,-38.36767614,144.8971883,3.906863153,6,3,,23:49:00,1,23:50:00,0:01:00,RES18-00833,1,Summer,NEG,IS2404_NEG
Mon Feb 11 23:50:35 UTC 2019,-38.37851105,144.8894841,15.80000019,5,5,,23:50:00,1,23:53:00,0:03:00,RES18-00758,1,Summer,NEG,IS2404_NEG
Mon Feb 11 23:52:01 UTC 2019,-38.35472074,144.9161672,4.820587158,5.36,2,,23:53:00,1,23:53:00,0:00:00,RES18-00797,1,Summer,NEG,IS2404_NEG
Mon Feb 11 23:56:27 UTC 2019,-38.37743653,144.8917346,15.80000019,8,5,,23:57:00,1,23:57:00,0:00:00,RES18-00757,1,Summer,NEG,IS2404_NEG
Mon Feb 11 23:57:08 UTC 2019,-38.35519015,144.9133026,4.202148438,7.504,2,,23:57:00,1,23:57:00,0:00:00,RES18-00795,2,Summer,NEG,IS2404_NEG
Mon Feb 11 23:52:35 UTC 2019,-38.36972309,144.8979833,46.64686523,8,3,,23:52:00,1,23:55:00,0:03:00,RES18-00320,1,Summer,NEG,IS2404_NEG
Mon Feb 11 23:59:50 UTC 2019,-38.37660547,144.8936455,29.5,8,5,,0:00:00,1,0:00:00,0:00:00,RES18-00756,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:00:22 UTC 2019,-38.35447686,144.9113958,15.64147949,7.504,2,,0:02:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Tue Feb 12 00:02:48 UTC 2019,-38.37583514,144.8958617,-33.20000076,4,5,,0:03:00,1,0:03:00,0:00:00,RES18-00755,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:04:49 UTC 2019,-38.36941754,144.900072,26.08659383,8,3,,0:05:00,1,0:06:00,0:01:00,RES18-00789,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:06:25 UTC 2019,-38.353574,144.9108995,9.823577881,5.36,2,,0:08:00,1,0:08:00,0:00:00,RES18-00796,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:07:49 UTC 2019,-38.37562997,144.8984405,24.89999962,7,5,,0:08:00,1,0:09:00,0:01:00,RES18-00754,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:11:00 UTC 2019,-38.35284498,144.9136037,11.15808105,3.216,2,,0:12:00,1,0:12:00,0:00:00,RES18-00480,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:11:22 UTC 2019,-38.37412647,144.8999979,11.39999962,8,5,,0:11:00,1,0:12:00,0:01:00,RES18-00663,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:11:35 UTC 2019,-38.36909249,144.902536,36.16292973,8,3,,0:11:00,1,0:14:00,0:03:00,RES18-00790,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:14:46 UTC 2019,-38.35227098,144.9165024,3.460357666,6.432,2,,0:16:00,1,0:16:00,0:00:00,RES18-00412,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:18:23 UTC 2019,-38.37655262,144.9010184,22.79999924,5,5,,0:18:00,1,0:21:00,0:03:00,RES18-00753,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:25:44 UTC 2019,-38.35912012,144.9099542,9.027038574,5.36,2,,0:25:00,1,0:25:00,0:00:00,RES18-00481,2,Summer,NEG,IS2404_NEG
Tue Feb 12 00:21:41 UTC 2019,-38.36765539,144.8945221,9.030374549,8,3,,0:21:00,1,0:25:00,0:04:00,RES18-00708,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:27:14 UTC 2019,-38.35912906,144.9127093,23.2444458,6.432,2,,0:29:00,1,0:29:00,0:00:00,RES18-00482,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:29:34 UTC 2019,-38.37304723,144.902982,13.30000019,8,5,,0:29:00,1,0:30:00,0:01:00,RES18-00661,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:29:54 UTC 2019,-38.36772721,144.8921159,44.73300407,6,3,,0:30:00,1,0:31:00,0:01:00,RES18-00706,2,Summer,NEG,IS2404_NEG
Tue Feb 12 00:32:00 UTC 2019,-38.3675743,144.8921087,15.5964075,8,3,,0:32:00,1,0:32:00,0:00:00,RES18-00316,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:31:30 UTC 2019,-38.35942971,144.9152446,22.55981445,6.432,2,,0:32:00,1,0:34:00,0:02:00,RES18-00483,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:34:34 UTC 2019,-38.37622063,144.9038428,12,7,5,,0:34:00,1,0:35:00,0:01:00,RES18-00659,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:37:34 UTC 2019,-38.37536618,144.9061933,33.29999924,8,5,,0:37:00,1,0:37:00,0:00:00,RES18-00658,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:37:41 UTC 2019,-38.35862079,144.9172523,10.63467407,6.432,2,,0:38:00,1,0:38:00,0:00:00,RES18-00484,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:40:16 UTC 2019,-38.3737305,144.9068639,19.39999962,8,5,,0:40:00,1,0:40:00,0:00:00,RES18-00656,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:41:28 UTC 2019,-38.35792159,144.9182917,29.42047119,3.216,2,,0:42:00,1,0:43:00,0:01:00,RES18-00485,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:43:40 UTC 2019,-38.37625669,144.908356,44.59999847,7,5,,0:43:00,1,0:43:00,0:00:00,RES18-00655,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:42:18 UTC 2019,-38.36945414,144.8918639,28.51612037,6,3,,0:42:00,1,0:44:00,0:02:00,RES18-00319,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:46:01 UTC 2019,-38.35789072,144.920639,22.84301758,7.504,2,,0:46:00,1,0:48:00,0:02:00,RES18-00486,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:49:19 UTC 2019,-38.37676153,144.8987831,12.39999962,7,5,,0:49:00,1,0:52:00,0:03:00,RES18-00812,2,Summer,NEG,IS2404_NEG
Tue Feb 12 00:49:19 UTC 2019,-38.36881084,144.8896332,30.83318953,8,3,,0:49:00,1,0:50:00,0:01:00,RES18-00318,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:50:45 UTC 2019,-38.35962874,144.9200322,30.85473633,3.216,2,,0:51:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Tue Feb 12 00:56:58 UTC 2019,-38.36650674,144.8905113,30.61634209,4,3,,0:57:00,1,0:58:00,0:01:00,RES18-00788,1,Summer,NEG,IS2404_NEG
Tue Feb 12 00:55:15 UTC 2019,-38.37749796,144.8964305,20.60000038,5,5,,0:55:00,1,0:59:00,0:04:00,RES18-00811,1,Summer,NEG,IS2404_NEG
Tue Feb 12 01:02:21 UTC 2019,-38.37790988,144.8940067,14.30000019,7,5,,1:02:00,1,1:02:00,0:00:00,RES18-00810,1,Summer,NEG,IS2404_NEG
Tue Feb 12 01:02:28 UTC 2019,-38.35755805,144.9228915,14.74713135,5.36,2,,1:02:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Tue Feb 12 01:05:07 UTC 2019,-38.36569764,144.8931371,24.09621781,4,3,,1:05:00,1,1:07:00,0:02:00,RES18-00787,1,Summer,37.07,IS2404_POS
Tue Feb 12 01:07:00 UTC 2019,-38.35617529,144.9250851,25.42114258,6.432,2,,1:07:00,1,1:10:00,0:03:00,RES18-00798,1,Summer,NEG,IS2404_NEG
Tue Feb 12 01:09:16 UTC 2019,-38.37665875,144.8887461,-1.100000024,7,5,,1:09:00,1,1:10:00,0:01:00,RES18-00809,1,Summer,NEG,IS2404_NEG
Tue Feb 12 01:15:03 UTC 2019,-38.36187526,144.9165596,12.8137207,5.36,2,,1:15:00,1,1:16:00,0:01:00,RES18-00415,2,Summer,NEG,IS2404_NEG
Tue Feb 12 01:11:35 UTC 2019,-38.36412675,144.894541,23.3755049,8,3,,1:11:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Tue Feb 12 01:19:41 UTC 2019,-38.36350557,144.9172922,25.6998291,4.288,2,,1:20:00,1,1:21:00,0:01:00,RES18-00416,2,Summer,NEG,IS2404_NEG
Tue Feb 12 03:12:42 UTC 2019,-38.36062318,144.909632,33.7355957,4.288,1,,3:12:00,1,3:13:00,0:01:00,RES18-00304,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:16:35 UTC 2019,-38.36016373,144.9112475,31.7434082,4.288,1,,3:15:00,1,3:16:00,0:01:00,RES18-00303,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:17:03 UTC 2019,-38.36585093,144.9068089,11.30000019,5,5,,3:17:00,1,3:18:00,0:01:00,RES18-00944,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:16:20 UTC 2019,-38.3644732,144.8911872,17.03647131,8,3,,3:16:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Tue Feb 12 03:19:29 UTC 2019,-38.36171535,144.9129083,19.29833984,7.504,1,,3:18:00,1,3:19:00,0:01:00,RES18-00305,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:20:39 UTC 2019,-38.36386372,144.9069645,26.29999924,6,5,,3:20:00,1,3:21:00,0:01:00,RES18-00953,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:23:27 UTC 2019,-38.36394402,144.9129525,28.21936035,4.288,1,,3:22:00,1,3:23:00,0:01:00,RES18-00302,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:23:20 UTC 2019,-38.3618685,144.9069416,12.39999962,6,5,,3:23:00,1,3:23:00,0:00:00,RES18-00885,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:26:36 UTC 2019,-38.36583725,144.9127736,-2.640563965,6.432,1,,3:25:00,1,3:26:00,0:01:00,RES18-00417,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:29:17 UTC 2019,-38.36717618,144.9128222,34.47418213,4.288,1,,3:28:00,1,3:29:00,0:01:00,RES18-00418,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:32:55 UTC 2019,-38.36291751,144.8916096,1.885869642,8,3,,3:33:00,1,3:34:00,0:01:00,RES18-00845,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:28:17 UTC 2019,-38.35995909,144.9071404,8.300000191,8,5,,3:28:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Tue Feb 12 03:33:00 UTC 2019,-38.3655746,144.9101663,38.9675293,6.432,1,,3:32:00,1,3:33:00,0:01:00,RES18-00419,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:36:02 UTC 2019,-38.35822449,144.9060833,23.70000076,5,5,,3:36:00,1,3:36:00,0:00:00,RES18-00884,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:37:59 UTC 2019,-38.3679602,144.9100546,12.87731934,7.504,1,,3:36:00,1,3:38:00,0:02:00,RES18-00420,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:38:55 UTC 2019,-38.35659614,144.9073143,29.20000076,8,5,,3:39:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Tue Feb 12 03:41:35 UTC 2019,-38.3631723,144.9104147,16.58392334,3.216,1,,3:40:00,1,3:41:00,0:01:00,RES18-00629,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:39:53 UTC 2019,-38.36090906,144.8913182,55.69032596,16,3,,3:40:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Tue Feb 12 03:45:38 UTC 2019,-38.35747887,144.9050058,-3.400000095,7,5,,3:45:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Tue Feb 12 03:48:57 UTC 2019,-38.36014865,144.8937184,30.43059772,8,3,,3:49:00,1,3:54:00,0:05:00,RES18-00843,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:53:45 UTC 2019,-38.35934072,144.9051107,12.19999981,7,5,,4:54:00,1,4:54:00,0:00:00,RES18-00883,1,Summer,NEG,IS2404_NEG
Tue Feb 12 03:57:59 UTC 2019,-38.36203031,144.8945663,24.39913422,8,3,,3:58:00,1,3:58:00,0:00:00,RES18-00844,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:00:11 UTC 2019,-38.36200651,144.8944959,17.43628024,8,3,,4:00:00,1,4:00:00,0:00:00,RES18-00935,2,Summer,36.81,IS2404_POS
Tue Feb 12 03:56:41 UTC 2019,-38.36138551,144.9049937,24.89999962,8,5,,3:56:00,1,4:00:00,0:04:00,RES18-00948,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:00:31 UTC 2019,-38.35282629,144.928387,17.96868896,3.216,2,,4:00:00,1,4:03:00,0:03:00,RES18-00306,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:02:27 UTC 2019,-38.36319224,144.9048498,16.20000076,5,5,,4:02:00,1,4:03:00,0:01:00,RES18-00949,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:06:16 UTC 2019,-38.35896531,144.8926296,28.27854522,8,3,,4:06:00,1,4:08:00,0:02:00,RES18-00842,2,Summer,NEG,IS2404_NEG
Tue Feb 12 04:06:02 UTC 2019,-38.35432762,144.9262592,14.68981934,5.36,2,,4:06:00,1,4:07:00,0:01:00,RES18-00307,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:07:16 UTC 2019,-38.36522261,144.9048578,7.400000095,8,5,,4:07:00,1,4:07:00,0:00:00,RES18-00951,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:12:10 UTC 2019,-38.35760966,144.8944795,-2.171032424,8,3,,4:12:00,1,4:12:00,0:00:00,RES18-00878,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:10:58 UTC 2019,-38.36711242,144.9047673,-10.5,7,5,,4:11:00,1,4:11:00,0:00:00,RES18-00952,2,Summer,NEG,IS2404_NEG
Tue Feb 12 04:16:51 UTC 2019,-38.35689049,144.8967895,6.671181726,8,3,,4:17:00,1,4:17:00,0:00:00,RES18-00923,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:11:18 UTC 2019,-38.35193106,144.9297702,11.1578064,7.504,2,,4:11:00,2,,,,,Summer,No_pellet_found,No_pellet_found
Tue Feb 12 04:14:58 UTC 2019,-38.36615859,144.9028278,10,7,5,,4:15:00,1,4:15:00,0:00:00,RES18-00950,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:17:47 UTC 2019,-38.35208922,144.9324494,42.60449219,5.36,2,,4:17:00,1,4:19:00,0:02:00,RES18-00308,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:18:11 UTC 2019,-38.3640414,144.9028321,28.29999924,5,5,,4:18:00,1,4:19:00,0:01:00,RES18-00881,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:21:21 UTC 2019,-38.35622633,144.8990843,4.985098369,8,3,,4:21:00,1,4:22:00,0:01:00,RES18-00921,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:21:40 UTC 2019,-38.3621969,144.9028409,-6.800000191,7,5,,4:21:00,1,4:21:00,0:00:00,RES18-00882,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:23:44 UTC 2019,-38.36026562,144.9029266,8,5,5,,4:23:00,1,4:24:00,0:01:00,RES18-00880,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:22:07 UTC 2019,-38.35068614,144.9301791,19.04138184,6.432,2,,4:22:00,1,4:25:00,0:03:00,RES18-00309,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:25:58 UTC 2019,-38.35832135,144.9029196,31.5,4,5,,4:26:00,1,4:27:00,0:01:00,RES18-00879,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:27:30 UTC 2019,-38.34922731,144.9276505,15.28723145,6.432,2,,4:27:00,1,4:29:00,0:02:00,RES18-00858,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:31:58 UTC 2019,-38.35465447,144.9035957,15.94205218,8,3,,4:32:00,1,4:33:00,0:01:00,RES18-00922,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:32:18 UTC 2019,-38.35090972,144.9273784,11.44958496,3.216,2,,4:32:00,1,4:33:00,0:01:00,RES18-00860,2,Summer,NEG,IS2404_NEG
Tue Feb 12 04:33:19 UTC 2019,-38.35774226,144.9008356,31.60000038,8,5,,4:33:00,1,4:34:00,0:01:00,RES18-00888,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:37:47 UTC 2019,-38.35413874,144.9060572,-14.56867188,8,3,,4:37:00,1,4:39:00,0:02:00,RES18-00936,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:38:19 UTC 2019,-38.35959773,144.9009442,5,8,5,,4:38:00,1,4:38:00,0:00:00,RES18-00946,1,Summer,NEG,IS2404_NEG
Tue Feb 12 04:41:46 UTC 2019,-38.35411258,144.9059985,8.103936737,6,3,,4:41:00,1,4:41:00,0:00:00,RES18-00913,2,Summer,NEG,IS2404_NEG
Tue Feb 12 04:41:02 UTC 2019,-38.34930644,144.9320437,20.51367188,4.288,2,,4:41:00,1,4:42:00,0:01:00,RES18-00859,1,Summer,NEG,IS2404_NEG
